volume_id,book_id,chapter_id,verse_id,volume_title,book_title,volume_long_title,book_long_title,volume_subtitle,book_subtitle,volume_short_title,book_short_title,volume_lds_url,book_lds_url,chapter_number,verse_number,scripture_text,verse_title,verse_short_title
3,67,1192,31163,Book of Mormon,1 Nephi,The Book of Mormon,The First Book of Nephi,Another Testament of Jesus Christ,His Reign and Ministry,BoM,1 Ne.,bofm,1-ne,3,17,"For he knew that Jerusalem must be destroyed, because of the wickedness of the people.",1 Nephi 3:17,1 Ne. 3:17
3,67,1192,31164,Book of Mormon,1 Nephi,The Book of Mormon,The First Book of Nephi,Another Testament of Jesus Christ,His Reign and Ministry,BoM,1 Ne.,bofm,1-ne,3,18,"For behold, they have rejected the words of the prophets. Wherefore, if my father should dwell in the land after he hath been commanded to flee out of the land, behold, he would also perish. Wherefore, it must needs be that he flee out of the land.",1 Nephi 3:18,1 Ne. 3:18
3,67,1192,31165,Book of Mormon,1 Nephi,The Book of Mormon,The First Book of Nephi,Another Testament of Jesus Christ,His Reign and Ministry,BoM,1 Ne.,bofm,1-ne,3,19,"And behold, it is wisdom in God that we should obtain these records, that we may preserve unto our children the language of our fathers;",1 Nephi 3:19,1 Ne. 3:19
3,67,1192,31166,Book of Mormon,1 Nephi,The Book of Mormon,The First Book of Nephi,Another Testament of Jesus Christ,His Reign and Ministry,BoM,1 Ne.,bofm,1-ne,3,20,"And also that we may preserve unto them the words which have been spoken by the mouth of all the holy prophets, which have been delivered unto them by the Spirit and power of God, since the world began, even down unto this present time.",1 Nephi 3:20,1 Ne. 3:20
3,67,1192,31167,Book of Mormon,1 Nephi,The Book of Mormon,The First Book of Nephi,Another Testament of Jesus Christ,His Reign and Ministry,BoM,1 Ne.,bofm,1-ne,3,21,"And it came to pass that after this manner of language did I persuade my brethren, that they might be faithful in keeping the commandments of God.",1 Nephi 3:21,1 Ne. 3:21
3,67,1192,31168,Book of Mormon,1 Nephi,The Book of Mormon,The First Book of Nephi,Another Testament of Jesus Christ,His Reign and Ministry,BoM,1 Ne.,bofm,1-ne,3,22,"And it came to pass that we went down to the land of our inheritance, and we did gather together our gold, and our silver, and our precious things.",1 Nephi 3:22,1 Ne. 3:22
3,67,1192,31169,Book of Mormon,1 Nephi,The Book of Mormon,The First Book of Nephi,Another Testament of Jesus Christ,His Reign and Ministry,BoM,1 Ne.,bofm,1-ne,3,23,"And after we had gathered these things together, we went up again unto the house of Laban.",1 Nephi 3:23,1 Ne. 3:23
3,67,1192,31170,Book of Mormon,1 Nephi,The Book of Mormon,The First Book of Nephi,Another Testament of Jesus Christ,His Reign and Ministry,BoM,1 Ne.,bofm,1-ne,3,24,"And it came to pass that we went in unto Laban, and desired him that he would give unto us the records which were engraven upon the plates of brass, for which we would give unto him our gold, and our silver, and all our precious things.",1 Nephi 3:24,1 Ne. 3:24
3,67,1192,31173,Book of Mormon,1 Nephi,The Book of Mormon,The First Book of Nephi,Another Testament of Jesus Christ,His Reign and Ministry,BoM,1 Ne.,bofm,1-ne,3,27,"And it came to pass that we fled into the wilderness, and the servants of Laban did not overtake us, and we hid ourselves in the cavity of a rock.",1 Nephi 3:27,1 Ne. 3:27
3,67,1192,31174,Book of Mormon,1 Nephi,The Book of Mormon,The First Book of Nephi,Another Testament of Jesus Christ,His Reign and Ministry,BoM,1 Ne.,bofm,1-ne,3,28,"And it came to pass that Laman was angry with me, and also with my father; and also was Lemuel, for he hearkened unto the words of Laman. Wherefore Laman and Lemuel did speak many hard words unto us, their younger brothers, and they did smite us even with a rod.",1 Nephi 3:28,1 Ne. 3:28
3,67,1192,31175,Book of Mormon,1 Nephi,The Book of Mormon,The First Book of Nephi,Another Testament of Jesus Christ,His Reign and Ministry,BoM,1 Ne.,bofm,1-ne,3,29,"And it came to pass as they smote us with a rod, behold, an angel of the Lord came and stood before them, and he spake unto them, saying: Why do ye smite your younger brother with a rod? Know ye not that the Lord hath chosen him to be a ruler over you, and this because of your iniquities? Behold ye shall go up to Jerusalem again, and the Lord will deliver Laban into your hands.",1 Nephi 3:29,1 Ne. 3:29
3,67,1192,31176,Book of Mormon,1 Nephi,The Book of Mormon,The First Book of Nephi,Another Testament of Jesus Christ,His Reign and Ministry,BoM,1 Ne.,bofm,1-ne,3,30,"And after the angel had spoken unto us, he departed.",1 Nephi 3:30,1 Ne. 3:30
3,67,1192,31177,Book of Mormon,1 Nephi,The Book of Mormon,The First Book of Nephi,Another Testament of Jesus Christ,His Reign and Ministry,BoM,1 Ne.,bofm,1-ne,3,31,"And after the angel had departed, Laman and Lemuel again began to murmur, saying: How is it possible that the Lord will deliver Laban into our hands? Behold, he is a mighty man, and he can command fifty, yea, even he can slay fifty; then why not us?",1 Nephi 3:31,1 Ne. 3:31
3,67,1193,31178,Book of Mormon,1 Nephi,The Book of Mormon,The First Book of Nephi,Another Testament of Jesus Christ,His Reign and Ministry,BoM,1 Ne.,bofm,1-ne,4,1,"And it came to pass that I spake unto my brethren, saying: Let us go up again unto Jerusalem, and let us be faithful in keeping the commandments of the Lord; for behold he is mightier than all the earth, then why not mightier than Laban and his fifty, yea, or even than his tens of thousands?",1 Nephi 4:1,1 Ne. 4:1
3,67,1193,31179,Book of Mormon,1 Nephi,The Book of Mormon,The First Book of Nephi,Another Testament of Jesus Christ,His Reign and Ministry,BoM,1 Ne.,bofm,1-ne,4,2,"Therefore let us go up; let us be strong like unto Moses; for he truly spake unto the waters of the Red Sea and they divided hither and thither, and our fathers came through, out of captivity, on dry ground, and the armies of Pharaoh did follow and were drowned in the waters of the Red Sea.",1 Nephi 4:2,1 Ne. 4:2
3,67,1193,31180,Book of Mormon,1 Nephi,The Book of Mormon,The First Book of Nephi,Another Testament of Jesus Christ,His Reign and Ministry,BoM,1 Ne.,bofm,1-ne,4,3,"Now behold ye know that this is true; and ye also know that an angel hath spoken unto you; wherefore can ye doubt? Let us go up; the Lord is able to deliver us, even as our fathers, and to destroy Laban, even as the Egyptians.",1 Nephi 4:3,1 Ne. 4:3
3,67,1193,31181,Book of Mormon,1 Nephi,The Book of Mormon,The First Book of Nephi,Another Testament of Jesus Christ,His Reign and Ministry,BoM,1 Ne.,bofm,1-ne,4,4,"Now when I had spoken these words, they were yet wroth, and did still continue to murmur; nevertheless they did follow me up until we came without the walls of Jerusalem.",1 Nephi 4:4,1 Ne. 4:4
3,67,1193,31182,Book of Mormon,1 Nephi,The Book of Mormon,The First Book of Nephi,Another Testament of Jesus Christ,His Reign and Ministry,BoM,1 Ne.,bofm,1-ne,4,5,"And it was by night; and I caused that they should hide themselves without the walls. And after they had hid themselves, I, Nephi, crept into the city and went forth towards the house of Laban.",1 Nephi 4:5,1 Ne. 4:5
3,67,1193,31183,Book of Mormon,1 Nephi,The Book of Mormon,The First Book of Nephi,Another Testament of Jesus Christ,His Reign and Ministry,BoM,1 Ne.,bofm,1-ne,4,6,"And I was led by the Spirit, not knowing beforehand the things which I should do.",1 Nephi 4:6,1 Ne. 4:6
3,67,1193,31184,Book of Mormon,1 Nephi,The Book of Mormon,The First Book of Nephi,Another Testament of Jesus Christ,His Reign and Ministry,BoM,1 Ne.,bofm,1-ne,4,7,"Nevertheless I went forth, and as I came near unto the house of Laban I beheld a man, and he had fallen to the earth before me, for he was drunken with wine.",1 Nephi 4:7,1 Ne. 4:7
3,67,1193,31185,Book of Mormon,1 Nephi,The Book of Mormon,The First Book of Nephi,Another Testament of Jesus Christ,His Reign and Ministry,BoM,1 Ne.,bofm,1-ne,4,8,And when I came to him I found that it was Laban.,1 Nephi 4:8,1 Ne. 4:8
3,67,1193,31187,Book of Mormon,1 Nephi,The Book of Mormon,The First Book of Nephi,Another Testament of Jesus Christ,His Reign and Ministry,BoM,1 Ne.,bofm,1-ne,4,10,And it came to pass that I was constrained by the Spirit that I should kill Laban; but I said in my heart: Never at any time have I shed the blood of man. And I shrunk and would that I might not slay him.,1 Nephi 4:10,1 Ne. 4:10
3,67,1193,31188,Book of Mormon,1 Nephi,The Book of Mormon,The First Book of Nephi,Another Testament of Jesus Christ,His Reign and Ministry,BoM,1 Ne.,bofm,1-ne,4,11,"And the Spirit said unto me again: Behold the Lord hath delivered him into thy hands. Yea, and I also knew that he had sought to take away mine own life; yea, and he would not hearken unto the commandments of the Lord; and he also had taken away our property.",1 Nephi 4:11,1 Ne. 4:11
3,67,1193,31189,Book of Mormon,1 Nephi,The Book of Mormon,The First Book of Nephi,Another Testament of Jesus Christ,His Reign and Ministry,BoM,1 Ne.,bofm,1-ne,4,12,"And it came to pass that the Spirit said unto me again: Slay him, for the Lord hath delivered him into thy hands;",1 Nephi 4:12,1 Ne. 4:12
3,67,1193,31191,Book of Mormon,1 Nephi,The Book of Mormon,The First Book of Nephi,Another Testament of Jesus Christ,His Reign and Ministry,BoM,1 Ne.,bofm,1-ne,4,14,"And now, when I, Nephi, had heard these words, I remembered the words of the Lord which he spake unto me in the wilderness, saying that: Inasmuch as thy seed shall keep my commandments, they shall prosper in the land of promise.",1 Nephi 4:14,1 Ne. 4:14
3,67,1193,31192,Book of Mormon,1 Nephi,The Book of Mormon,The First Book of Nephi,Another Testament of Jesus Christ,His Reign and Ministry,BoM,1 Ne.,bofm,1-ne,4,15,"Yea, and I also thought that they could not keep the commandments of the Lord according to the law of Moses, save they should have the law.",1 Nephi 4:15,1 Ne. 4:15
3,67,1193,31193,Book of Mormon,1 Nephi,The Book of Mormon,The First Book of Nephi,Another Testament of Jesus Christ,His Reign and Ministry,BoM,1 Ne.,bofm,1-ne,4,16,And I also knew that the law was engraven upon the plates of brass.,1 Nephi 4:16,1 Ne. 4:16
3,67,1193,31194,Book of Mormon,1 Nephi,The Book of Mormon,The First Book of Nephi,Another Testament of Jesus Christ,His Reign and Ministry,BoM,1 Ne.,bofm,1-ne,4,17,"And again, I knew that the Lord had delivered Laban into my hands for this cause--that I might obtain the records according to his commandments.",1 Nephi 4:17,1 Ne. 4:17
3,67,1193,31196,Book of Mormon,1 Nephi,The Book of Mormon,The First Book of Nephi,Another Testament of Jesus Christ,His Reign and Ministry,BoM,1 Ne.,bofm,1-ne,4,19,"And after I had smitten off his head with his own sword, I took the garments of Laban and put them upon mine own body; yea, even every whit; and I did gird on his armor about my loins.",1 Nephi 4:19,1 Ne. 4:19
3,67,1193,31197,Book of Mormon,1 Nephi,The Book of Mormon,The First Book of Nephi,Another Testament of Jesus Christ,His Reign and Ministry,BoM,1 Ne.,bofm,1-ne,4,20,"And after I had done this, I went forth unto the treasury of Laban. And as I went forth towards the treasury of Laban, behold, I saw the servant of Laban who had the keys of the treasury. And I commanded him in the voice of Laban, that he should go with me into the treasury.",1 Nephi 4:20,1 Ne. 4:20
3,67,1193,31200,Book of Mormon,1 Nephi,The Book of Mormon,The First Book of Nephi,Another Testament of Jesus Christ,His Reign and Ministry,BoM,1 Ne.,bofm,1-ne,4,23,And I spake unto him as if it had been Laban.,1 Nephi 4:23,1 Ne. 4:23
3,67,1193,31201,Book of Mormon,1 Nephi,The Book of Mormon,The First Book of Nephi,Another Testament of Jesus Christ,His Reign and Ministry,BoM,1 Ne.,bofm,1-ne,4,24,"And I also spake unto him that I should carry the engravings, which were upon the plates of brass, to my elder brethren, who were without the walls.",1 Nephi 4:24,1 Ne. 4:24
3,67,1193,31203,Book of Mormon,1 Nephi,The Book of Mormon,The First Book of Nephi,Another Testament of Jesus Christ,His Reign and Ministry,BoM,1 Ne.,bofm,1-ne,4,26,"And he, supposing that I spake of the brethren of the church, and that I was truly that Laban whom I had slain, wherefore he did follow me.",1 Nephi 4:26,1 Ne. 4:26
3,67,1193,31204,Book of Mormon,1 Nephi,The Book of Mormon,The First Book of Nephi,Another Testament of Jesus Christ,His Reign and Ministry,BoM,1 Ne.,bofm,1-ne,4,27,"And he spake unto me many times concerning the elders of the Jews, as I went forth unto my brethren, who were without the walls.",1 Nephi 4:27,1 Ne. 4:27
3,67,1193,31206,Book of Mormon,1 Nephi,The Book of Mormon,The First Book of Nephi,Another Testament of Jesus Christ,His Reign and Ministry,BoM,1 Ne.,bofm,1-ne,4,29,"And it came to pass that I called after them, and they did hear me; wherefore they did cease to flee from my presence.",1 Nephi 4:29,1 Ne. 4:29
3,67,1193,31207,Book of Mormon,1 Nephi,The Book of Mormon,The First Book of Nephi,Another Testament of Jesus Christ,His Reign and Ministry,BoM,1 Ne.,bofm,1-ne,4,30,"And it came to pass that when the servant of Laban beheld my brethren he began to tremble, and was about to flee from before me and return to the city of Jerusalem.",1 Nephi 4:30,1 Ne. 4:30
